Order Date,Category,Sub-Category,Region,Segment,Unit Price,Quantity,Sales,Profit,Margin,Month,Year
2022-01-10 20:18:50.965482741,Technology,Accessories,West,Consumer,923.98,1,923.98,140.26,0.1518,2022-01,2022
2022-01-11 05:03:59.519759880,Technology,Accessories,East,Home Office,1087.75,3,3263.25,1127.13,0.3454,2022-01,2022
2022-01-11 13:49:08.074037018,Technology,Laptops,East,Home Office,680.82,1,680.82,177.56,0.2608,2022-01,2022
2022-01-11 22:34:16.628314157,Furniture,Bookcases,South,Home Office,564.93,3,1694.79,108.81,0.0642,2022-01,2022
2022-01-12 07:19:25.182591295,Office Supplies,Labels,South,Corporate,61.11,1,61.11,25.09,0.4106,2022-01,2022
2022-01-12 16:04:33.736868434,Technology,Monitors,East,Corporate,1356.07,1,1356.07,434.76,0.3206,2022-01,2022
2022-01-13 00:49:42.291145572,Technology,Monitors,East,Corporate,829.0,5,4145.0,579.47,0.1398,2022-01,2022
2022-01-13 09:34:50.845422711,Furniture,Storage,Central,Consumer,1128.95,1,1128.95,141.8,0.1256,2022-01,2022
2022-01-13 18:19:59.399699850,Office Supplies,Pens,West,Corporate,71.29,2,142.58,62.39,0.4376,2022-01,2022
2022-01-14 03:05:07.953976988,Technology,Monitors,East,Consumer,912.14,2,1824.28,519.37,0.2847,2022-01,2022
2022-01-14 11:50:16.508254127,Furniture,Desks,East,Consumer,231.67,2,463.34,50.18,0.1083,2022-01,2022
2022-01-14 20:35:25.062531265,Technology,Accessories,South,Consumer,490.07,4,1960.28,601.02,0.3066,2022-01,2022
2022-01-15 05:20:33.616808404,Technology,Monitors,West,Consumer,673.23,2,1346.46,383.74,0.285,2022-01,2022
2022-01-15 14:05:42.171085542,Office Supplies,Binders,East,Consumer,113.48,1,113.48,40.66,0.3583,2022-01,2022
2022-01-15 22:50:50.725362681,Office Supplies,Paper,Central,Consumer,67.1,3,201.3,68.1,0.3383,2022-01,2022
2022-01-16 07:35:59.279639820,Technology,Printers,East,Corporate,915.84,1,915.84,210.09,0.2294,2022-01,2022
2022-01-16 16:21:07.833916958,Office Supplies,Pens,West,Consumer,74.32,2,148.64,73.7,0.4958,2022-01,2022
2022-01-17 01:06:16.388194097,Furniture,Tables,South,Consumer,1130.3,4,4521.2,1005.51,0.2224,2022-01,2022
2022-01-17 09:51:24.942471235,Office Supplies,Pens,East,Consumer,107.25,2,214.5,73.02,0.3404,2022-01,2022
2022-01-17 18:36:33.496748374,Furniture,Bookcases,Central,Corporate,816.34,3,2449.02,560.83,0.229,2022-01,2022
2022-01-18 03:21:42.051025512,Furniture,Storage,West,Corporate,520.1,2,1040.2,252.14,0.2424,2022-01,2022
2022-01-18 12:06:50.605302651,Furniture,Storage,East,Corporate,545.68,3,1637.04,278.62,0.1702,2022-01,2022
2022-01-18 20:51:59.159579790,Office Supplies,Envelopes,East,Corporate,86.63,4,346.52,168.13,0.4852,2022-01,2022
2022-01-19 05:37:07.713856928,Technology,Phones,West,Consumer,724.85,1,724.85,211.37,0.2916,2022-01,2022
2022-01-19 14:22:16.268134067,Technology,Monitors,West,Corporate,1373.92,1,1373.92,249.78,0.1818,2022-01,2022
2022-01-19 23:07:24.822411205,Technology,Laptops,South,Consumer,1975.03,2,3950.06,975.66,0.247,2022-01,2022
2022-01-20 07:52:33.376688344,Office Supplies,Labels,West,Consumer,81.01,2,162.02,48.1,0.2969,2022-01,2022
2022-01-20 16:37:41.930965482,Technology,Accessories,West,Corporate,1280.99,1,1280.99,335.62,0.262,2022-01,2022
2022-01-21 01:22:50.485242621,Office Supplies,Envelopes,East,Consumer,51.56,1,51.56,13.38,0.2595,2022-01,2022
2022-01-21 10:07:59.039519760,Office Supplies,Pens,Central,Corporate,115.59,1,115.59,40.85,0.3534,2022-01,2022
2022-01-21 18:53:07.593796898,Technology,Monitors,West,Corporate,1874.71,5,9373.55,2010.63,0.2145,2022-01,2022
2022-01-22 03:38:16.148074037,Office Supplies,Binders,East,Consumer,45.84,2,91.68,29.53,0.3221,2022-01,2022
2022-01-22 12:23:24.702351175,Furniture,Tables,West,Consumer,538.3,1,538.3,85.48,0.1588,2022-01,2022
2022-01-22 21:08:33.256628314,Office Supplies,Envelopes,West,Consumer,67.5,1,67.5,23.56,0.3491,2022-01,2022
2022-01-23 05:53:41.810905452,Technology,Monitors,West,Home Office,466.75,1,466.75,109.27,0.2341,2022-01,2022
2022-01-23 14:38:50.365182591,Office Supplies,Paper,South,Corporate,24.45,1,24.45,5.81,0.2378,2022-01,2022
2022-01-23 23:23:58.919459730,Office Supplies,Labels,West,Consumer,112.25,1,112.25,42.82,0.3815,2022-01,2022
2022-01-24 08:09:07.473736868,Office Supplies,Pens,West,Consumer,80.84,4,323.36,103.64,0.3205,2022-01,2022
2022-01-24 16:54:16.028014007,Office Supplies,Pens,East,Corporate,109.53,5,547.65,214.35,0.3914,2022-01,2022
2022-01-25 01:39:24.582291145,Furniture,Tables,South,Home Office,941.47,1,941.47,116.46,0.1237,2022-01,2022
2022-01-25 10:24:33.136568284,Furniture,Desks,West,Consumer,1155.21,1,1155.21,247.33,0.2141,2022-01,2022
2022-01-25 19:09:41.690845422,Office Supplies,Envelopes,East,Consumer,103.2,1,103.2,25.98,0.2517,2022-01,2022
2022-01-26 03:54:50.245122561,Furniture,Bookcases,West,Home Office,383.48,2,766.96,82.14,0.1071,2022-01,2022
2022-01-26 12:39:58.799399700,Technology,Accessories,East,Consumer,786.64,1,786.64,249.13,0.3167,2022-01,2022
2022-01-26 21:25:07.353676838,Office Supplies,Pens,East,Consumer,8.67,1,8.67,1.93,0.2228,2022-01,2022
2022-01-27 06:10:15.907953977,Office Supplies,Envelopes,East,Home Office,36.5,1,36.5,9.49,0.26,2022-01,2022
2022-01-27 14:55:24.462231115,Office Supplies,Labels,East,Corporate,31.66,3,94.98,41.73,0.4394,2022-01,2022
2022-01-27 23:40:33.016508254,Technology,Phones,East,Consumer,1473.35,2,2946.7,357.43,0.1213,2022-01,2022
2022-01-28 08:25:41.570785393,Office Supplies,Labels,West,Consumer,54.37,2,108.74,35.06,0.3224,2022-01,2022
2022-01-28 17:10:50.125062531,Furniture,Chairs,East,Consumer,207.62,1,207.62,38.45,0.1852,2022-01,2022
2022-01-29 01:55:58.679339670,Office Supplies,Binders,West,Consumer,85.74,4,342.96,142.77,0.4163,2022-01,2022
2022-01-29 10:41:07.233616808,Technology,Printers,Central,Home Office,1861.91,5,9309.55,1117.15,0.12,2022-01,2022
2022-01-29 19:26:15.787893947,Office Supplies,Paper,South,Consumer,114.7,1,114.7,50.96,0.4443,2022-01,2022
2022-01-30 04:11:24.342171085,Office Supplies,Pens,South,Corporate,108.96,1,108.96,22.3,0.2047,2022-01,2022
2022-01-30 12:56:32.896448224,Technology,Monitors,South,Home Office,2344.57,2,4689.14,1436.28,0.3063,2022-01,2022
2022-01-30 21:41:41.450725363,Office Supplies,Envelopes,Central,Consumer,101.28,1,101.28,23.09,0.228,2022-01,2022
2022-01-31 06:26:50.005002501,Furniture,Tables,Central,Consumer,907.43,1,907.43,219.6,0.242,2022-01,2022
2022-01-31 15:11:58.559279640,Office Supplies,Pens,West,Consumer,83.03,2,166.06,61.64,0.3712,2022-01,2022
2022-01-31 23:57:07.113556778,Office Supplies,Binders,Central,Home Office,113.75,2,227.5,75.73,0.3329,2022-01,2022
2022-02-01 08:42:15.667833917,Furniture,Bookcases,East,Corporate,751.21,1,751.21,109.15,0.1453,2022-02,2022
2022-02-01 17:27:24.222111055,Office Supplies,Envelopes,East,Consumer,112.28,2,224.56,50.03,0.2228,2022-02,2022
2022-02-02 02:12:32.776388194,Office Supplies,Labels,Central,Corporate,62.63,4,250.52,101.74,0.4061,2022-02,2022
2022-02-02 10:57:41.330665333,Furniture,Storage,West,Corporate,966.94,1,966.94,161.09,0.1666,2022-02,2022
2022-02-02 19:42:49.884942471,Technology,Laptops,East,Home Office,2285.96,2,4571.92,1539.37,0.3367,2022-02,2022
2022-02-03 04:27:58.439219610,Office Supplies,Pens,South,Consumer,12.4,1,12.4,3.98,0.3207,2022-02,2022
2022-02-03 13:13:06.993496748,Office Supplies,Paper,West,Corporate,7.7,1,7.7,2.3,0.2988,2022-02,2022
2022-02-03 21:58:15.547773887,Office Supplies,Paper,East,Home Office,66.74,2,133.48,63.16,0.4732,2022-02,2022
2022-02-04 06:43:24.102051025,Office Supplies,Binders,South,Consumer,102.35,1,102.35,24.38,0.2382,2022-02,2022
2022-02-04 15:28:32.656328164,Furniture,Bookcases,Central,Consumer,184.19,1,184.19,30.93,0.1679,2022-02,2022
2022-02-05 00:13:41.210605303,Office Supplies,Paper,East,Consumer,66.19,1,66.19,18.53,0.2799,2022-02,2022
2022-02-05 08:58:49.764882441,Technology,Printers,West,Consumer,2263.71,2,4527.42,1508.99,0.3333,2022-02,2022
2022-02-05 17:43:58.319159580,Furniture,Chairs,East,Consumer,530.92,2,1061.84,242.21,0.2281,2022-02,2022
2022-02-06 02:29:06.873436718,Technology,Printers,South,Home Office,1052.28,1,1052.28,304.64,0.2895,2022-02,2022
2022-02-06 11:14:15.427713857,Technology,Phones,East,Consumer,1268.46,2,2536.92,375.97,0.1482,2022-02,2022
2022-02-06 19:59:23.981990995,Furniture,Chairs,East,Consumer,1119.29,1,1119.29,157.6,0.1408,2022-02,2022
2022-02-07 04:44:32.536268134,Furniture,Storage,West,Corporate,902.63,2,1805.26,222.77,0.1234,2022-02,2022
2022-02-07 13:29:41.090545272,Office Supplies,Binders,West,Consumer,7.17,1,7.17,1.65,0.2302,2022-02,2022
2022-02-07 22:14:49.644822411,Furniture,Desks,South,Consumer,635.77,2,1271.54,239.05,0.188,2022-02,2022
2022-02-08 06:59:58.199099550,Furniture,Tables,East,Corporate,454.9,5,2274.5,430.11,0.1891,2022-02,2022
2022-02-08 15:45:06.753376688,Technology,Laptops,Central,Home Office,1791.79,4,7167.16,2020.42,0.2819,2022-02,2022
2022-02-09 00:30:15.307653827,Furniture,Bookcases,West,Corporate,631.62,1,631.62,147.17,0.233,2022-02,2022
2022-02-09 09:15:23.861930965,Technology,Monitors,Central,Corporate,1299.61,4,5198.44,1162.37,0.2236,2022-02,2022
2022-02-09 18:00:32.416208104,Technology,Printers,South,Consumer,618.54,1,618.54,118.02,0.1908,2022-02,2022
2022-02-10 02:45:40.970485242,Furniture,Desks,East,Home Office,127.41,4,509.64,90.05,0.1767,2022-02,2022
2022-02-10 11:30:49.524762381,Office Supplies,Pens,West,Consumer,33.58,1,33.58,9.78,0.2912,2022-02,2022
2022-02-10 20:15:58.079039520,Furniture,Desks,Central,Corporate,943.31,1,943.31,108.86,0.1154,2022-02,2022
2022-02-11 05:01:06.633316658,Furniture,Tables,Central,Consumer,351.26,1,351.26,29.44,0.0838,2022-02,2022
2022-02-11 13:46:15.187593797,Furniture,Storage,East,Home Office,947.84,1,947.84,71.94,0.0759,2022-02,2022
2022-02-11 22:31:23.741870935,Office Supplies,Envelopes,South,Corporate,57.18,2,114.36,40.27,0.3521,2022-02,2022
2022-02-12 07:16:32.296148074,Furniture,Tables,Central,Corporate,849.88,4,3399.52,600.7,0.1767,2022-02,2022
2022-02-12 16:01:40.850425212,Furniture,Storage,South,Consumer,988.01,2,1976.02,116.59,0.059,2022-02,2022
2022-02-13 00:46:49.404702351,Technology,Laptops,Central,Consumer,846.64,2,1693.28,312.24,0.1844,2022-02,2022
2022-02-13 09:31:57.958979490,Technology,Phones,West,Corporate,493.14,3,1479.42,275.91,0.1865,2022-02,2022
2022-02-13 18:17:06.513256628,Furniture,Desks,East,Corporate,426.94,1,426.94,65.92,0.1544,2022-02,2022
2022-02-14 03:02:15.067533767,Furniture,Tables,West,Consumer,823.35,1,823.35,103.91,0.1262,2022-02,2022
2022-02-14 11:47:23.621810905,Furniture,Bookcases,South,Home Office,885.81,1,885.81,103.82,0.1172,2022-02,2022
2022-02-14 20:32:32.176088044,Furniture,Desks,Central,Home Office,405.12,1,405.12,64.09,0.1582,2022-02,2022
2022-02-15 05:17:40.730365182,Furniture,Bookcases,Central,Consumer,106.56,1,106.56,7.03,0.066,2022-02,2022
2022-02-15 14:02:49.284642321,Office Supplies,Labels,East,Home Office,53.07,1,53.07,25.63,0.4829,2022-02,2022
2022-02-15 22:47:57.838919460,Office Supplies,Envelopes,West,Consumer,87.97,1,87.97,19.92,0.2264,2022-02,2022
2022-02-16 07:33:06.393196598,Office Supplies,Binders,Central,Consumer,102.33,1,102.33,42.95,0.4197,2022-02,2022
2022-02-16 16:18:14.947473737,Office Supplies,Paper,East,Consumer,75.26,4,301.04,134.29,0.4461,2022-02,2022
2022-02-17 01:03:23.501750875,Technology,Printers,West,Corporate,1099.66,1,1099.66,187.93,0.1709,2022-02,2022
2022-02-17 09:48:32.056028014,Technology,Printers,Central,Corporate,1353.25,2,2706.5,666.34,0.2462,2022-02,2022
2022-02-17 18:33:40.610305152,Technology,Monitors,West,Consumer,1415.07,2,2830.14,707.54,0.25,2022-02,2022
2022-02-18 03:18:49.164582291,Furniture,Storage,East,Corporate,1142.55,2,2285.1,526.49,0.2304,2022-02,2022
2022-02-18 12:03:57.718859430,Office Supplies,Pens,East,Corporate,105.71,1,105.71,46.55,0.4404,2022-02,2022
2022-02-18 20:49:06.273136568,Technology,Monitors,West,Corporate,2367.06,1,2367.06,337.78,0.1427,2022-02,2022
2022-02-19 05:34:14.827413707,Office Supplies,Envelopes,South,Consumer,35.49,1,35.49,12.37,0.3485,2022-02,2022
2022-02-19 14:19:23.381690845,Technology,Laptops,West,Home Office,2139.36,1,2139.36,505.32,0.2362,2022-02,2022
2022-02-19 23:04:31.935967984,Office Supplies,Pens,West,Consumer,91.02,1,91.02,22.0,0.2417,2022-02,2022
2022-02-20 07:49:40.490245122,Furniture,Bookcases,West,Consumer,362.7,2,725.4,142.47,0.1964,2022-02,2022
2022-02-20 16:34:49.044522261,Technology,Printers,Central,Consumer,537.12,2,1074.24,215.71,0.2008,2022-02,2022
2022-02-21 01:19:57.598799400,Furniture,Storage,East,Consumer,376.65,2,753.3,90.4,0.12,2022-02,2022
2022-02-21 10:05:06.153076538,Technology,Phones,East,Home Office,1814.56,1,1814.56,371.26,0.2046,2022-02,2022
2022-02-21 18:50:14.707353677,Technology,Laptops,West,Consumer,1454.87,1,1454.87,208.05,0.143,2022-02,2022
2022-02-22 03:35:23.261630816,Technology,Laptops,West,Corporate,2041.79,3,6125.37,1256.31,0.2051,2022-02,2022
2022-02-22 12:20:31.815907954,Office Supplies,Envelopes,East,Consumer,79.58,1,79.58,33.23,0.4176,2022-02,2022
2022-02-22 21:05:40.370185093,Furniture,Desks,Central,Consumer,314.82,3,944.46,214.3,0.2269,2022-02,2022
2022-02-23 05:50:48.924462231,Technology,Printers,South,Home Office,1598.13,3,4794.39,1048.05,0.2186,2022-02,2022
2022-02-23 14:35:57.478739370,Furniture,Storage,West,Corporate,284.22,1,284.22,67.79,0.2385,2022-02,2022
2022-02-23 23:21:06.033016508,Office Supplies,Labels,East,Consumer,91.83,1,91.83,24.1,0.2624,2022-02,2022
2022-02-24 08:06:14.587293647,Technology,Laptops,South,Consumer,943.62,2,1887.24,577.87,0.3062,2022-02,2022
2022-02-24 16:51:23.141570786,Furniture,Chairs,East,Consumer,859.16,1,859.16,174.58,0.2032,2022-02,2022
2022-02-25 01:36:31.695847924,Technology,Phones,South,Consumer,1186.82,1,1186.82,338.01,0.2848,2022-02,2022
2022-02-25 10:21:40.250125063,Technology,Accessories,West,Corporate,1058.26,1,1058.26,178.42,0.1686,2022-02,2022
2022-02-25 19:06:48.804402201,Office Supplies,Pens,South,Corporate,77.76,1,77.76,38.32,0.4928,2022-02,2022
2022-02-26 03:51:57.358679340,Technology,Monitors,Central,Consumer,879.91,2,1759.82,397.72,0.226,2022-02,2022
2022-02-26 12:37:05.912956478,Furniture,Tables,South,Home Office,834.88,3,2504.64,396.48,0.1583,2022-02,2022
2022-02-26 21:22:14.467233617,Office Supplies,Binders,Central,Corporate,101.99,1,101.99,43.7,0.4285,2022-02,2022
2022-02-27 06:07:23.021510756,Technology,Printers,East,Consumer,287.0,4,1148.0,401.34,0.3496,2022-02,2022
2022-02-27 14:52:31.575787894,Furniture,Tables,South,Consumer,922.69,4,3690.76,822.3,0.2228,2022-02,2022
2022-02-27 23:37:40.130065033,Technology,Phones,West,Corporate,1680.31,4,6721.24,2129.96,0.3169,2022-02,2022
2022-02-28 08:22:48.684342171,Office Supplies,Pens,East,Corporate,17.92,3,53.76,16.36,0.3043,2022-02,2022
2022-02-28 17:07:57.238619310,Furniture,Desks,Central,Consumer,1061.59,1,1061.59,95.86,0.0903,2022-02,2022
2022-03-01 01:53:05.792896448,Office Supplies,Binders,Central,Consumer,14.0,1,14.0,6.11,0.4364,2022-03,2022
2022-03-01 10:38:14.347173587,Furniture,Tables,South,Consumer,1015.74,2,2031.48,167.6,0.0825,2022-03,2022
2022-03-01 19:23:22.901450726,Technology,Printers,West,Corporate,2157.71,2,4315.42,1199.69,0.278,2022-03,2022
2022-03-02 04:08:31.455727864,Furniture,Storage,Central,Corporate,662.49,3,1987.47,429.49,0.2161,2022-03,2022
2022-03-02 12:53:40.010005003,Office Supplies,Labels,Central,Consumer,53.21,5,266.05,68.69,0.2582,2022-03,2022
2022-03-02 21:38:48.564282141,Furniture,Bookcases,West,Corporate,399.03,2,798.06,120.51,0.151,2022-03,2022
2022-03-03 06:23:57.118559280,Office Supplies,Envelopes,East,Home Office,66.1,1,66.1,29.2,0.4417,2022-03,2022
2022-03-03 15:09:05.672836418,Office Supplies,Paper,West,Home Office,96.01,1,96.01,35.95,0.3744,2022-03,2022
2022-03-03 23:54:14.227113557,Technology,Printers,East,Consumer,1984.85,1,1984.85,325.71,0.1641,2022-03,2022
2022-03-04 08:39:22.781390696,Technology,Monitors,South,Consumer,267.65,2,535.3,171.78,0.3209,2022-03,2022
2022-03-04 17:24:31.335667834,Furniture,Storage,Central,Consumer,164.62,2,329.24,32.69,0.0993,2022-03,2022
2022-03-05 02:09:39.889944973,Furniture,Desks,Central,Consumer,858.76,3,2576.28,339.81,0.1319,2022-03,2022
2022-03-05 10:54:48.444222111,Office Supplies,Binders,South,Home Office,105.78,2,211.56,61.23,0.2894,2022-03,2022
2022-03-05 19:39:56.998499250,Office Supplies,Labels,East,Consumer,6.37,4,25.48,7.39,0.2902,2022-03,2022
2022-03-06 04:25:05.552776388,Furniture,Chairs,Central,Consumer,727.44,2,1454.88,182.15,0.1252,2022-03,2022
2022-03-06 13:10:14.107053527,Technology,Printers,East,Consumer,1406.95,3,4220.85,1357.43,0.3216,2022-03,2022
2022-03-06 21:55:22.661330666,Office Supplies,Envelopes,South,Consumer,109.94,1,109.94,30.76,0.2798,2022-03,2022
2022-03-07 06:40:31.215607804,Technology,Accessories,West,Corporate,1236.03,3,3708.09,913.3,0.2463,2022-03,2022
2022-03-07 15:25:39.769884943,Office Supplies,Labels,South,Consumer,114.15,2,228.3,114.06,0.4996,2022-03,2022
2022-03-08 00:10:48.324162081,Furniture,Storage,West,Consumer,343.66,1,343.66,67.15,0.1954,2022-03,2022
2022-03-08 08:55:56.878439220,Office Supplies,Binders,East,Consumer,48.47,1,48.47,9.81,0.2024,2022-03,2022
2022-03-08 17:41:05.432716358,Technology,Printers,Central,Consumer,171.74,4,686.96,155.18,0.2259,2022-03,2022
2022-03-09 02:26:13.986993497,Furniture,Tables,East,Consumer,626.94,1,626.94,34.17,0.0545,2022-03,2022
2022-03-09 11:11:22.541270636,Furniture,Tables,Central,Corporate,849.36,2,1698.72,184.82,0.1088,2022-03,2022
2022-03-09 19:56:31.095547774,Furniture,Bookcases,East,Corporate,707.08,1,707.08,77.92,0.1102,2022-03,2022
2022-03-10 04:41:39.649824913,Technology,Printers,Central,Corporate,542.77,2,1085.54,231.87,0.2136,2022-03,2022
2022-03-10 13:26:48.204102051,Office Supplies,Envelopes,West,Home Office,31.71,3,95.13,34.28,0.3604,2022-03,2022
2022-03-10 22:11:56.758379190,Office Supplies,Binders,West,Home Office,27.87,1,27.87,9.82,0.3525,2022-03,2022
2022-03-11 06:57:05.312656328,Technology,Monitors,West,Home Office,519.84,1,519.84,142.59,0.2743,2022-03,2022
2022-03-11 15:42:13.866933467,Technology,Printers,East,Consumer,1921.75,5,9608.75,1397.11,0.1454,2022-03,2022
2022-03-12 00:27:22.421210606,Technology,Printers,West,Consumer,1249.34,3,3748.02,510.86,0.1363,2022-03,2022
2022-03-12 09:12:30.975487744,Furniture,Chairs,East,Consumer,749.96,4,2999.84,308.68,0.1029,2022-03,2022
2022-03-12 17:57:39.529764883,Furniture,Chairs,East,Home Office,670.94,1,670.94,102.99,0.1535,2022-03,2022
2022-03-13 02:42:48.084042021,Furniture,Tables,West,Home Office,1115.28,1,1115.28,178.22,0.1598,2022-03,2022
2022-03-13 11:27:56.638319160,Technology,Laptops,Central,Home Office,1520.05,1,1520.05,322.86,0.2124,2022-03,2022
2022-03-13 20:13:05.192596298,Furniture,Tables,South,Consumer,1142.97,2,2285.94,469.53,0.2054,2022-03,2022
2022-03-14 04:58:13.746873437,Furniture,Storage,West,Home Office,399.65,1,399.65,87.44,0.2188,2022-03,2022
2022-03-14 13:43:22.301150575,Furniture,Tables,Central,Consumer,564.28,1,564.28,121.72,0.2157,2022-03,2022
2022-03-14 22:28:30.855427714,Office Supplies,Paper,Central,Consumer,99.63,1,99.63,25.58,0.2567,2022-03,2022
2022-03-15 07:13:39.409704853,Technology,Accessories,East,Consumer,1797.68,1,1797.68,335.81,0.1868,2022-03,2022
2022-03-15 15:58:47.963981991,Office Supplies,Paper,Central,Consumer,39.21,3,117.63,33.98,0.2889,2022-03,2022
2022-03-16 00:43:56.518259130,Furniture,Tables,East,Corporate,892.64,1,892.64,85.69,0.096,2022-03,2022
2022-03-16 09:29:05.072536268,Furniture,Bookcases,East,Consumer,81.01,2,162.02,31.27,0.193,2022-03,2022
2022-03-16 18:14:13.626813407,Office Supplies,Labels,West,Consumer,24.69,4,98.76,22.84,0.2313,2022-03,2022
2022-03-17 02:59:22.181090545,Office Supplies,Paper,Central,Corporate,32.31,1,32.31,10.15,0.314,2022-03,2022
2022-03-17 11:44:30.735367684,Office Supplies,Binders,Central,Home Office,59.73,2,119.46,25.49,0.2134,2022-03,2022
2022-03-17 20:29:39.289644823,Technology,Accessories,West,Corporate,2430.85,5,12154.25,3460.31,0.2847,2022-03,2022
2022-03-18 05:14:47.843921961,Technology,Laptops,East,Consumer,909.51,5,4547.55,879.04,0.1933,2022-03,2022
2022-03-18 13:59:56.398199100,Office Supplies,Paper,South,Corporate,56.58,1,56.58,21.95,0.3879,2022-03,2022
2022-03-18 22:45:04.952476238,Furniture,Desks,East,Home Office,243.94,1,243.94,21.42,0.0878,2022-03,2022
2022-03-19 07:30:13.506753377,Technology,Phones,East,Consumer,2169.67,1,2169.67,388.15,0.1789,2022-03,2022
2022-03-19 16:15:22.061030515,Technology,Monitors,South,Corporate,1043.46,2,2086.92,668.65,0.3204,2022-03,2022
2022-03-20 01:00:30.615307654,Technology,Accessories,Central,Consumer,1708.4,2,3416.8,678.58,0.1986,2022-03,2022
2022-03-20 09:45:39.169584793,Office Supplies,Binders,Central,Consumer,83.63,2,167.26,34.44,0.2059,2022-03,2022
2022-03-20 18:30:47.723861931,Technology,Accessories,Central,Corporate,1878.76,1,1878.76,435.87,0.232,2022-03,2022
2022-03-21 03:15:56.278139070,Technology,Laptops,South,Home Office,2060.98,1,2060.98,699.91,0.3396,2022-03,2022
2022-03-21 12:01:04.832416208,Technology,Printers,East,Consumer,2325.6,2,4651.2,1530.71,0.3291,2022-03,2022
2022-03-21 20:46:13.386693347,Furniture,Desks,East,Corporate,653.63,2,1307.26,159.49,0.122,2022-03,2022
2022-03-22 05:31:21.940970485,Technology,Monitors,East,Home Office,1242.83,2,2485.66,692.75,0.2787,2022-03,2022
2022-03-22 14:16:30.495247624,Furniture,Desks,South,Home Office,1070.08,1,1070.08,97.81,0.0914,2022-03,2022
2022-03-22 23:01:39.049524763,Technology,Laptops,Central,Consumer,2307.75,1,2307.75,709.63,0.3075,2022-03,2022
2022-03-23 07:46:47.603801901,Office Supplies,Pens,West,Home Office,117.57,1,117.57,54.56,0.4641,2022-03,2022
2022-03-23 16:31:56.158079040,Technology,Phones,South,Consumer,807.85,1,807.85,116.65,0.1444,2022-03,2022
